date,partially_cleaned_text,sentiment,cleaned_text
8/6/21,"For those of you who drink coffee black, i think you are going to love this blend of coffee. It is very delicious and has a great bold flavor.",1,drink coffee black think going love blend coffee delicious great bold flavor
15/6/21,i love tazo teas i dont really like friuty ones but this one is okay it is tart so i have to over sweeten it its not one ove my favs,1,love tazo teas really like friuty ones one okay tart sweeten one ove favs
4/8/21,"I like this and will order again. Just a little spice and sweetness. The corn flakes are actually fried, so they remind me of a thin corn chip rather than breakfast cereal.",1,like order little spice sweetness corn flakes actually fried remind thin corn chip rather breakfast cereal
25/9/21,The whole family (even those who are not GF) loves the flavor of this mac & cheese. Tastes like the Kraft velveeta cheese & shells. We made the recipe on the box which was yummy.,1,whole family even gf loves flavor mac cheese tastes like kraft velveeta cheese shells made recipe box yummy
19/10/21,"I love popcorn. We have popcorn about 4 nights a week. I started out looking for popcorn on the cob as I had that this year and it was lovely, and then stumbled upon India Tree. It's the closest that I can find to the dried on the cob popcorn and I love it. It is so fresh and natural tasting. I've been using it for several months and ran out the other day and had to use a popular store brand. Though the kernals popped up larger, the taste was stale and processed...not to mention, the India Tree popcorn is actually cheaper than the store brand. I'm placing my order for more India Tree right now!",1,love popcorn popcorn nights week started looking popcorn cob year lovely stumbled upon india tree closest find dried cob popcorn love fresh natural tasting using several months ran day use popular store brand though kernals popped larger taste stale processed mention india tree popcorn actually cheaper store brand placing order india tree right
4/9/21,"Although a little crumbly, these are very tasty for a rice cake. I would definately get them again. Simple taste, but sweet enough to stave off an after lunch craving.",1,although little crumbly tasty rice cake would definately get simple taste sweet enough stave lunch craving
31/8/21,"This rice is delicious, vegetarian and easy to make. I usually add some extra vegetables to it, but other than that, it's perfect just as it is. * Calories 200 (1 cup/145g) (2 servings per pouch) * Total Fat 2.5g (no saturated or trans fat) * Cholesterol 0mg * Sodium 830mg * Potassium 125mg * Total Carbs 41g (Fiber 1g) (Sugar 1g) * Protein 4g",1,rice delicious vegetarian easy make usually add extra vegetables perfect calories cup g servings per pouch total fat g saturated trans fat cholesterol mg sodium mg potassium mg total carbs g fiber g sugar g protein g
9/10/21,Very fresh tasting and refreshing. Better than any other brand I have tried. A good buy if you get it delivered on a regular basis. Short reviews not wanted by Amazon.,1,fresh tasting refreshing better brand tried good buy get delivered regular basis short reviews wanted amazon
15/6/21,"After trying many different brands and being totally disappointed, I reluctantly tried Taste Nirvana. It tasted great. Refreshing, not too sweet and mildly nutty, coconut flavor. Signed up for monthly delivery - that says it all.",1,trying many different brands totally disappointed reluctantly tried taste nirvana tasted great refreshing sweet mildly nutty coconut flavor signed monthly delivery says
4/8/21,"If you like vanilla, you will love this. I am not a big fan of vanilla, and this literally tastes like I am eating the melted vanilla ice cream out of a bowl. Much too sweet for me.",0,like vanilla love big fan vanilla literally tastes like eating melted vanilla ice cream bowl much sweet
15/6/21,My husband loves these. They are easy to make and yield consistent results. Easy to customize the strength by just using more or less water. We bring a few packets when we go away on weekend trips. Buying in bulk here is definitely cheaper than buying at the store. Cheers!,1,husband loves easy make yield consistent results easy customize strength using less water bring packets go away weekend trips buying bulk definitely cheaper buying store cheers
